8.070069169870854376e-06,3.683880850054090106e-03,6.229262051265007649e-01,3.882991723528484258e-07,1.614785126350857169e-03,6.890463911471799456e-06,6.281815417065447709e-14,2.890230661631591332e-05,1.063423355175585746e-03,1.359737392710641362e-14,1.756840250960764829e-04,1.761909760820012777e-08,8.592779226974154791e-03,1.513821463846724491e+01,3.065710972902315311e-11,3.860105395999925693e-02,1.745795271411419589e-05,1.442804141948207317e-03,1.337796757167038220e-02,1.027203996852308521e+01
1.461748727739028454e-05,1.873915054243352734e-03,5.795293616314775020e-01,7.665280538967192650e-07,1.179342943553434277e-03,6.198489230590906415e-06,9.926870003591810867e-14,5.802228401382013333e-05,1.076090194091505053e-03,8.276576442381162374e-15,1.558286298533370748e-04,4.841758919294222892e-08,5.157116401337780501e-03,1.326568600760054650e+01,1.027901502757221658e-11,4.674046268897176504e-02,7.491484399694205361e-06,2.774512182030185441e-03,2.170199384997919395e-02,1.171565992513862753e+01
2.249432150239551886e-05,9.673137889023843096e-04,5.677959764059878900e-01,1.593110100192053546e-06,9.526836874997326662e-04,6.356783104431989740e-06,1.211286728178333269e-13,1.178678113979256297e-04,9.405434218389064271e-04,6.261704088078271744e-15,1.191128477684562056e-04,1.200851174984516327e-07,2.908094781066181307e-03,1.144208411915044366e+01,3.292176624037715796e-12,5.987527412691440176e-02,3.209626407268234917e-06,4.849849404171061029e-03,3.148548444680741853e-02,1.321234241913378327e+01
2.828982333054081899e-05,5.529007894090704964e-04,5.875600172904531515e-01,3.176893198057105394e-06,8.717898100370045792e-04,7.367335388927724488e-06,1.138739785808181166e-13,2.220984264524583618e-04,7.331721612133967241e-04,6.029092074334235257e-15,8.242564526660120321e-05,2.422515145663340916e-07,1.671855096032627032e-03,9.951118065003935698e+00,1.173121466731797640e-12,7.862382633647164998e-02,1.535916612312995718e-06,7.257361761177648189e-03,3.944520527938130683e-02,1.458120110370496114e+01
2.905316993134296472e-05,3.756214400966242646e-04,6.400336865265852104e-01,5.608784405930917643e-06,9.085070126845451672e-04,9.401229431434568153e-06,8.625223548102739345e-14,3.622845446067371380e-04,5.377092799953379345e-04,7.281551486880121275e-15,5.525530935782851016e-05,3.730312537412468882e-07,1.060737909424966504e-03,8.948141880223115407e+00,5.315335907519564829e-13,1.025096111210243022e-01,9.015233722132559415e-07,9.028834160606246523e-03,4.239877547181210293e-02,1.569329343253558307e+01
2.499286777843748387e-05,3.185072001188815811e-04,7.260315556563103900e-01,8.201779248299489758e-06,1.064916361540049154e-03,1.269115627379750759e-05,5.666592456662651519e-14,4.856318906696830123e-04,3.948121472397163778e-04,1.054076508946110505e-14,3.859509991643506250e-05,4.256243210880479365e-07,7.945073419839833017e-04,8.492960083352391720e+00,3.398137493414405258e-13,1.284951955195416939e-01,6.947663874179606157e-07,9.282836184265912463e-03,3.961824670839820400e-02,1.645924673944153227e+01
1.873215367172214658e-05,3.445776312825415857e-04,8.422996363580165236e-01,9.454610281254745578e-06,1.366056237726341691e-03,1.727225450695203595e-05,3.508607155219972987e-14,5.168617504289574425e-04,3.072980617517897281e-04,1.711909429822011156e-14,2.993311911073557680e-05,3.590769869799121759e-07,7.353236455579592688e-04,8.605113275851167032e+00,3.266023147129309521e-13,1.501402127377670925e-01,7.284244118012259551e-07,7.966469802855299931e-03,3.295022205814161081e-02,1.679602396359296179e+01
1.278459565795375082e-05,4.708029378069984359e-04,9.754191428270355679e-01,8.366155266502092947e-06,1.843223555070505571e-03,2.253795832235998248e-05,2.209084603163748389e-14,4.308600640923393238e-04,2.640476329459601852e-04,2.886995120683287044e-14,2.687626669140443880e-05,2.291918007699528640e-07,8.532871838321828654e-04,9.289881880168598727e+00,4.771546075823471180e-13,1.592328496056885645e-01,1.034560219977672766e-06,5.832251725700934343e-03,2.507540130292489761e-02,1.660623062404620143e+01
8.306256826683012932e-06,7.780762289551620622e-04,1.096589927199138392e+00,5.690439101810284463e-06,2.493910680716437435e-03,2.692149943223900573e-05,1.501504883000188884e-14,2.843087680777124778e-04,2.550973913509930894e-04,4.666419108444630689e-14,2.832239307680997013e-05,1.160595854799067905e-07,1.216772106103427122e-03,1.052151471630291724e+01,1.011762375146987208e-12,1.504565554498729640e-01,1.900493970153306605e-06,3.761313401763383048e-03,1.797541355259797691e-02,1.580755165823826047e+01
5.366415051482323060e-06,1.452922540427091687e-03,1.165638005116174325e+00,3.065668067274923208e-06,3.221425454345031632e-03,2.838732808221460522e-05,1.149380817071646323e-14,1.537859610414914018e-04,2.766692547709818212e-04,6.715772676216285482e-14,3.463946254073348245e-05,4.996617235554002236e-08,2.031128581114342076e-03,1.219833070416679988e+01,2.835193315578657645e-12,1.257644595893289419e-01,4.171103126419500140e-06,2.228002817174040869e-03,1.251466482184704875e-02,1.441166350833542431e+01
3.596596068592697470e-06,2.837624606985058966e-03,1.149370829931103399e+00,1.379192974178964501e-06,3.810384706129702880e-03,2.586312281025267938e-05,1.019222049774716599e-14,7.197581818414324037e-05,3.324355342686092368e-04,8.121892882223994252e-14,4.791464287901968811e-05,1.986803420746924633e-08,3.729403321223797186e-03,1.411174147821772706e+01,9.333053283778946169e-12,9.357358281730887573e-02,9.959117136820656743e-06,1.272739155270397396e-03,8.739776463510909657e-03,1.258036319799107972e+01
2.598820786208665950e-06,5.403690884158784437e-03,1.043147796870876221e+00,5.533897432048366293e-07,4.016391014146599055e-03,2.027565750188813141e-05,1.064742377237579886e-14,3.107338204291866860e-05,4.350832244540297523e-04,7.971911197115346041e-14,7.273755902835747807e-05,7.941329419120708889e-09,7.088282711103962609e-03,1.597385506629063912e+01,3.212962488118451335e-11,6.312302400175275052e-02,2.368403907623650137e-05,7.373617717858400606e-04,6.323258118663645753e-03,1.058452007540519801e+01
2.088789104239330096e-06,9.503645621851910044e-03,8.751895124843505069e-01,2.124927389624103207e-07,3.736217759655884214e-03,1.385764852224467281e-05,1.317060052902685150e-14,1.321972271186298400e-05,6.094425305270517301e-04,6.296754711404920757e-14,1.176629598143532805e-04,3.445468444709682864e-09,1.325140126650744578e-02,1.750039307944335931e+01,1.046811747899900938e-10,3.971026667908008484e-02,5.222237480226286379e-05,4.538549489611848689e-04,4.879535477099461449e-03,8.694967891953865546e+00
1.909107133879981261e-06,1.485300592134801249e-02,6.892760825108612543e-01,8.398988236736957962e-08,3.088632670562972346e-03,8.501095230998482091e-06,1.913530839563024071e-14,5.920496200369835002e-06,8.963719852997339196e-04,4.071179965996072603e-14,1.968898721124765058e-04,1.734149366389051334e-09,2.337026294063555484e-02,1.849747459788633464e+01,2.970914755110056191e-10,2.416226951788178270e-02,1.010576405588888818e-04,3.090859405735953136e-04,4.114613736234343927e-03,7.100295690222560019e+00
2.012699566438811484e-06,2.006752219832903111e-02,5.222325000263208228e-01,3.691112428709855368e-08,2.316159936239257054e-03,4.887342020513684140e-06,3.198845148051445001e-14,2.986928489540961030e-06,1.354069795414931682e-03,2.239656547855318908e-14,3.300990278340725425e-04,1.074549157629262270e-09,3.749278828327382018e-02,1.890844803964186127e+01,6.829335596174482769e-10,1.486182782540497113e-02,1.642800457301505073e-04,2.415211373321166197e-04,3.868487776124297089e-03,5.892284319935794379e+00
2.467042092046783813e-06,2.297812160677868004e-02,3.923911054406512555e-01,1.951526570221803522e-08,1.623150934067064000e-03,2.774871574465297549e-06,5.970952003300765998e-14,1.816705670046281175e-06,2.049788568817829514e-03,1.106010456941471960e-14,5.360772339593986588e-04,8.645367994331941392e-10,5.295884580308872491e-02,1.880437040888325839e+01,1.191350733421098422e-09,9.702804464016740599e-03,2.164578001401007196e-04,2.236686401036581755e-04,4.122482634324291240e-03,5.091624909589429038e+00
3.510257167153654987e-06,2.205345617616767673e-02,3.014263467688855225e-01,1.328659721571377385e-08,1.098963812530058537e-03,1.640427686285300446e-06,1.198691015581672069e-13,1.409930804354345624e-06,3.030684692595607670e-03,5.204254646420178460e-15,8.159351677273537617e-04,9.378325291583068726e-10,6.415816034528507017e-02,1.831928265402764566e+01,1.499761984068467091e-09,7.033413262800091229e-03,2.255738849741060310e-04,2.509457598855889451e-04,5.022119484665939562e-03,4.680722234913501367e+00
5.686333223813994436e-06,1.778001647406603214e-02,2.423980807920901592e-01,1.210327852202193715e-08,7.420504779007229676e-04,1.054883002488304347e-06,2.469184776544611580e-13,1.436274462123579588e-06,4.262266783750040360e-03,2.474337919776808639e-15,1.129944429794602166e-03,1.377884952628916811e-09,6.569111059354897086e-02,1.756742490689833858e+01,1.333163900625567310e-09,5.833255300165175565e-03,1.849253816291036260e-04,3.408957274229077383e-04,6.937147734870799040e-03,4.629236762976553621e+00
1.002439012392769416e-05,1.229271030570473940e-02,2.068823856256430949e-01,1.468969461137205402e-08,5.145589097963421338e-04,7.606576523359130333e-07,4.909995193535589709e-13,1.896495757402893480e-06,5.544449782058663394e-03,1.258388437976634303e-15,1.388171286284841429e-03,2.626668056980094310e-09,5.691979666251866660e-02,1.660946731039341273e+01,8.523784316336159936e-10,5.581732629878784387e-03,1.218440818214464765e-04,5.424927669360485186e-04,1.052072734150937341e-02,4.907052431969887607e+00
1.792113394181094047e-05,7.601087636886870794e-03,1.887575507785548001e-01,2.274782751643200826e-08,3.779768078744469469e-04,6.285480744471994106e-07,8.734169675941572609e-13,3.085992122214963604e-06,6.480643972544435083e-03,7.278126456381142252e-16,1.482261839502315229e-03,5.942253030971082208e-09,4.254032731362920872e-02,1.549569027483567396e+01,4.165068249825103135e-10,6.102468179499348326e-03,6.789440829372173254e-05,9.484775873094593995e-04,1.657602379955576063e-02,5.485694240802702737e+00
2.984685938256146330e-05,4.467434846979822377e-03,1.855159667653608624e-01,4.212187441822039131e-08,3.053277349147212952e-04,6.080052250161272355e-07,1.277491284610585397e-12,5.759922633297148421e-06,6.627740509564923263e-03,5.135896008129348716e-16,1.356219568514852253e-03,1.419121929326220354e-08,2.839446686572375672e-02,1.432902065369031241e+01,1.707140216200256736e-10,7.493194289675726011e-03,3.449145489988854265e-05,1.678926196633648889e-03,2.536179061584440189e-02,6.337554228621820052e+00
4.270432213135506129e-05,2.675859641778385693e-03,1.985583003002974745e-01,8.719597319628863924e-08,2.826465521463939314e-04,7.043468773167790770e-07,1.422572423870821978e-12,1.146091061881205050e-05,5.820240432575134529e-03,4.754291982987529873e-16,1.057642353466501425e-03,3.179776502839104136e-08,1.769427989951839753e-02,1.326483195073523369e+01,6.529359840104219372e-11,1.016967207943524770e-02,1.740333147641150399e-05,2.777322467402789687e-03,3.534194046062830857e-02,7.439438114767210841e+00
4.950654106917515122e-05,1.738217361530847811e-03,2.334464540721543635e-01,1.901320195380548504e-07,3.096440491058484890e-04,9.911874771207887280e-07,1.148158971479764318e-12,2.284246502681595977e-05,4.365813868939153776e-03,6.083783604208010243e-16,7.076638644998679362e-04,6.082577925397681783e-08,1.076563803525486598e-02,1.244090392239584020e+01,2.570461026933370822e-11,1.502721132305536583e-02,9.420631372027186309e-06,4.036138961706440056e-03,4.279933862012284124e-02,8.769251557917607798e+00
4.550901618179411894e-05,1.271096468257734008e-03,3.002933536967695716e-01,4.152555290347073420e-07,4.036840303733632410e-04,1.676543203006439437e-06,6.698265280054765409e-13,4.350637300824600825e-05,2.832516145580120208e-03,1.080526393519150591e-15,4.148262509687267326e-04,9.412018402944440462e-08,6.626461274306148265e-03,1.190550925879683852e+01,1.116670977651388598e-11,2.367951290695211736e-02,5.748842361033603227e-06,4.987275630149160498e-03,4.413267780700985687e-02,1.028003283332714091e+01
3.395118612800364897e-05,1.047061388821620906e-03,4.128994541312089872e-01,8.728761603214122222e-07,6.066138325498081612e-04,3.257945261694804121e-06,2.979791054212266181e-13,7.692630366878922639e-05,1.640192678679053230e-03,2.505549000903396055e-15,2.206174290425143444e-04,1.174239971871264216e-07,4.205268586352750929e-03,1.159369674199360745e+01,5.500501330862603611e-12,3.859838446110856747e-02,3.990896292768163041e-06,5.253460906010464296e-03,3.917768977026115512e-02,1.186769114692618921e+01
2.197582318575713086e-05,9.362588931188361909e-04,5.834408266916714103e-01,1.726709451668294174e-06,9.839868760635459878e-04,6.756084118451583526e-06,1.122012553717201811e-13,1.256151785415685019e-04,8.882812227545410378e-04,6.732761413196904488e-15,1.113295933163585994e-04,1.242211647243622183e-07,2.749815790310345450e-03,1.135234564831175064e+01,3.009383591508911348e-12,6.281903396686235042e-02,3.046594926792133560e-06,4.907095873001326818e-03,3.124196363457230896e-02,1.338441899386799072e+01
1.360608126636737562e-05,8.524621928422542209e-04,8.108376729228861102e-01,3.223421366525317261e-06,1.587656207687206849e-03,1.376017669293576529e-05,4.087554051355132073e-14,1.937064152621645579e-04,4.747969657787872778e-04,1.809045393532495037e-14,5.585594015200501353e-05,1.225482491252333149e-07,1.820076416474036146e-03,1.099926550774238621e+01,1.719622481750683091e-12,9.908907527361220102e-02,2.392013516507659495e-06,4.357841942714258537e-03,2.392516809340773654e-02,1.471888874450601037e+01
8.941564884601205522e-06,7.364273088717523952e-04,1.068518752844948905e+00,5.820432495206376221e-06,2.361687611125208499e-03,2.563308999319330718e-05,1.643158122988676063e-14,2.941831674797137984e-04,2.633506295903948239e-04,4.234944246933812526e-14,2.900914687534003175e-05,1.263017926064993616e-07,1.187890732684000099e-03,1.039674576046521537e+01,9.472528932121165999e-13,1.489346249351479190e-01,1.786826920107773313e-06,3.992697775196320242e-03,1.895457540391498955e-02,1.586830106708353938e+01
6.767093776293498029e-06,5.728142052422870818e-04,1.304217159950430638e+00,1.043181681183203783e-05,3.070608899062588111e-03,4.161331431884475170e-05,8.054662773119404618e-15,4.571836846475782717e-04,1.575589814657547220e-04,7.826368026935345678e-14,1.608269782698352779e-05,1.490241867551163047e-07,7.496899069573521000e-04,9.510184896985787617e+00,4.725973166608647819e-13,2.117059940285612729e-01,1.197317434059926191e-06,4.032100284446082407e-03,1.649004620884544914e-02,1.690408567280097785e+01
6.122408082503410652e-06,3.969713238847625203e-04,1.458765293400634766e+00,1.851769437456498357e-05,3.411164043017007007e-03,5.735870881487725107e-05,5.081101628054217161e-15,7.310581274449045978e-04,1.045321319085053534e-04,1.089603834280150610e-13,9.774588421368740344e-06,2.075653025406424192e-07,4.602168741333040433e-04,8.430179187503508587e+00,2.127446708778558659e-13,2.821647761382817254e-01,7.129788552020597607e-07,4.602979818372051647e-03,1.617527250661064675e-02,1.785556766615536972e+01
